"htscsecurityid","mddate","mdtime","event_ts","local_recv_ts","lastpx","highpx","lowpx","openpx","preclosepx","totalvolumetrade","totalvaluetrade","numtrades","buypricequeue","buyorderqtyqueue","sellpricequeue","sellorderqtyqueue","totalbuyqty","totalsellqty","channelno","tradingphasecode"
"000010.SZ",20260123,93954000,"2026-01-23 09:39:54.000","2026-01-23 09:39:54.158592917",3.66,3.7,3.64,3.67,3.68,1711150,627.3635,984,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[133100,1192400,213100,121300,143000,104400,105600,26500,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[59600,174500,100800,133900,180300,183800,135700,154500,612100,235800]",2570200,4162900,1014,"3"
"000010.SZ",20260123,93957000,"2026-01-23 09:39:57.000","2026-01-23 09:39:57.257603474",3.66,3.7,3.64,3.67,3.68,1711150,627.3635,984,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[133100,1192400,213100,121300,143000,104400,105600,26500,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[59800,174500,100800,133900,180300,183800,135700,154500,612100,235800]",2570200,4163100,1014,"3"
"000010.SZ",20260123,94000000,"2026-01-23 09:40:00.000","2026-01-23 09:40:00.172326309",3.66,3.7,3.64,3.67,3.68,1711150,627.3635,984,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[133100,1192400,213100,124300,142400,104400,106200,26500,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[59800,174500,100800,133900,180300,183800,135700,154500,612100,235800]",2575200,4163100,1014,"3"
"000010.SZ",20260123,94003000,"2026-01-23 09:40:03.000","2026-01-23 09:40:03.159355499",3.67,3.7,3.64,3.67,3.68,1711650,627.547,988,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[133200,1192400,213100,124300,142400,104400,106200,26500,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[59300,174500,106800,133900,180300,183800,135700,154500,612100,235800]",2575300,4168600,1014,"3"
"000010.SZ",20260123,94006000,"2026-01-23 09:40:06.000","2026-01-23 09:40:06.184268528",3.67,3.7,3.64,3.67,3.68,1711750,627.5837,989,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[133700,1192400,213100,124300,142400,104400,106200,26500,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[59200,174500,107200,133900,180300,183800,135700,154500,612100,235800]",2578800,4173900,1014,"3"
"000010.SZ",20260123,94009000,"2026-01-23 09:40:09.000","2026-01-23 09:40:09.173801923",3.67,3.7,3.64,3.67,3.68,1711750,627.5837,989,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[152900,1189400,213100,124300,142400,104400,106200,26500,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[59200,174500,107200,133900,180300,183800,135700,154500,612100,235800]",2595000,4163900,1014,"3"
"000010.SZ",20260123,94012000,"2026-01-23 09:40:12.000","2026-01-23 09:40:12.160095531",3.66,3.7,3.64,3.67,3.68,1712750,627.9497,990,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[151900,1189400,213100,124300,144900,104400,106200,26500,60500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[60300,174500,106800,133900,180300,183800,135700,154500,612100,235800]",2597100,4164600,1014,"3"
"000010.SZ",20260123,94015000,"2026-01-23 09:40:15.000","2026-01-23 09:40:15.172606950",3.66,3.7,3.64,3.67,3.68,1712750,627.9497,990,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[151900,1189400,213100,124300,144900,104400,106200,26500,60500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[60300,174500,106800,133900,180300,193800,135700,154500,612100,235800]",2597100,4175600,1014,"3"
"000010.SZ",20260123,94018000,"2026-01-23 09:40:18.000","2026-01-23 09:40:18.165456354",3.67,3.7,3.64,3.67,3.68,1779950,652.6121,1010,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[80200,156700,1189100,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[174500,106800,134300,180300,193800,135700,154500,612100,235800,40500]",2679300,4115700,1014,"3"
"000010.SZ",20260123,94021000,"2026-01-23 09:40:21.000","2026-01-23 09:40:21.223993015",3.67,3.7,3.64,3.67,3.68,1829950,670.9621,1025,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[30200,156500,1189100,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[174500,106800,134300,180300,193800,135700,154500,612100,235800,40500]",2629100,4115700,1014,"3"
"000010.SZ",20260123,94024000,"2026-01-23 09:40:24.000","2026-01-23 09:40:24.167055025",3.67,3.7,3.64,3.67,3.68,1833250,672.1732,1028,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[102600,176500,1189100,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[174500,106800,134300,180300,194000,135700,154500,612100,235800,40500]",2721500,4115900,1014,"3"
"000010.SZ",20260123,94027000,"2026-01-23 09:40:27.000","2026-01-23 09:40:27.193611302",3.68,3.7,3.64,3.67,3.68,1840250,674.7492,1038,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[107600,176500,1189100,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[167500,106800,134800,180300,194000,135700,154500,612100,235800,40500]",2726500,4109400,1014,"3"
"000010.SZ",20260123,94030000,"2026-01-23 09:40:30.000","2026-01-23 09:40:30.275506819",3.68,3.7,3.64,3.67,3.68,1849350,678.0971,1089,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[108400,176400,1189100,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[159300,106800,134800,180300,194000,135700,154500,612100,235800,40500]",2727200,4116200,1014,"3"
"000010.SZ",20260123,94033000,"2026-01-23 09:40:33.000","2026-01-23 09:40:33.163187779",3.68,3.7,3.64,3.67,3.68,1859850,681.9611,1095,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[114900,176400,1189100,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[150400,106800,134800,180300,194000,135700,154500,612100,235800,40500]",2733700,4103000,1014,"3"
"000010.SZ",20260123,94036000,"2026-01-23 09:40:36.000","2026-01-23 09:40:36.172149323",3.68,3.7,3.64,3.67,3.68,1859850,681.9611,1095,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[116900,176400,1189100,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[151400,106800,134800,180900,194000,135700,154500,612100,235800,40500]",2735700,4104600,1014,"3"
"000010.SZ",20260123,94039000,"2026-01-23 09:40:39.000","2026-01-23 09:40:39.233007503",3.68,3.7,3.64,3.67,3.68,1859850,681.9611,1095,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[139000,177400,1189100,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[151400,106800,134800,180900,194000,135700,154500,612100,235800,40500]",2758800,4104600,1014,"3"
"000010.SZ",20260123,94042000,"2026-01-23 09:40:42.000","2026-01-23 09:40:42.159264122",3.68,3.7,3.64,3.67,3.68,1904750,698.4843,1107,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[147400,165100,1189100,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[108100,106800,134800,180900,194000,135700,154500,612100,235800,40500]",2754900,4070200,1014,"3"
"000010.SZ",20260123,94045000,"2026-01-23 09:40:45.000","2026-01-23 09:40:45.247331683",3.68,3.7,3.64,3.67,3.68,1904750,698.4843,1107,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[158500,160400,1190500,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[108100,106800,134800,190900,194000,135700,154500,612100,235800,40500]",2762700,4080200,1014,"3"
"000010.SZ",20260123,94048000,"2026-01-23 09:40:48.000","2026-01-23 09:40:48.161049358",3.68,3.7,3.64,3.67,3.68,1955050,716.9947,1109,"[3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58]","[158500,180400,1190500,213100,121800,144900,104400,106200,26500,60500]","[3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77]","[57800,106800,134800,190900,194000,135700,154500,612100,237200,40500]",2782700,4032600,1014,"3"
"000010.SZ",20260123,94051000,"2026-01-23 09:40:51.000","2026-01-23 09:40:51.180106492",3.69,3.7,3.64,3.67,3.68,2017250,739.9012,1130,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[20600,159100,180700,1190500,213100,121800,144900,104400,106200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[96300,131800,190900,194000,135700,154500,612600,237200,40500,182800]",2804200,3962200,1014,"3"
"000010.SZ",20260123,94054000,"2026-01-23 09:40:54.000","2026-01-23 09:40:54.160033431",3.69,3.7,3.64,3.67,3.68,2017250,739.9012,1130,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[17100,157600,180700,1154300,213100,121800,144900,104400,106200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[96300,131800,190900,194000,135700,154500,612600,237200,40500,182800]",2763000,3962200,1014,"3"
"000010.SZ",20260123,94057000,"2026-01-23 09:40:57.000","2026-01-23 09:40:57.158740289",3.68,3.7,3.64,3.67,3.68,2019350,740.6745,1132,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[16900,159300,180600,1142600,213100,121800,144900,102400,104200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[95800,131800,190900,194000,135700,154500,612600,237200,40500,182800]",2748700,3962700,1014,"3"
"000010.SZ",20260123,94100000,"2026-01-23 09:41:00.000","2026-01-23 09:41:00.162501228",3.69,3.7,3.64,3.67,3.68,2019450,740.7114,1133,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[16200,159300,180600,1142600,213100,121800,116600,102400,104200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[95700,131800,190900,194000,135700,154500,612600,237200,40500,182800]",2719700,3962600,1014,"3"
"000010.SZ",20260123,94103000,"2026-01-23 09:41:03.000","2026-01-23 09:41:03.158498425",3.69,3.7,3.64,3.67,3.68,2019650,740.7852,1134,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[16600,159300,185600,1144600,213100,122100,116600,102400,104200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[95500,131800,190900,194000,135700,154500,612600,237200,40500,182800]",2727400,3992400,1014,"3"
"000010.SZ",20260123,94106000,"2026-01-23 09:41:06.000","2026-01-23 09:41:06.165595823",3.69,3.7,3.64,3.67,3.68,2020450,741.0802,1136,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[15800,164300,185600,1144600,213100,122100,116600,102400,104200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[96400,131800,190900,194000,135700,154500,612600,237200,40500,182800]",2731600,3993300,1014,"3"
"000010.SZ",20260123,94109000,"2026-01-23 09:41:09.000","2026-01-23 09:41:09.159080775",3.69,3.7,3.64,3.67,3.68,2026350,743.2573,1137,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[70800,166300,185600,1144600,213100,122100,116600,102400,104200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[90600,132600,190900,194000,135700,154500,613100,237200,40500,182800]",2788600,3988800,1014,"3"
"000010.SZ",20260123,94112000,"2026-01-23 09:41:12.000","2026-01-23 09:41:12.168064229",3.69,3.7,3.64,3.67,3.68,2026350,743.2573,1137,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[73400,167600,185000,1139600,213100,122100,116600,102400,104200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[92600,132600,190900,194000,135700,154500,613100,237200,40500,182800]",2786900,3990800,1014,"3"
"000010.SZ",20260123,94115000,"2026-01-23 09:41:15.000","2026-01-23 09:41:15.158885223",3.68,3.7,3.64,3.67,3.68,2030550,744.8029,1140,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[70900,168000,184000,1127000,213100,122100,116600,102400,104200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[105300,132600,190900,194000,135700,154500,613100,237200,40500,232800]",2771200,4053500,1014,"3"
"000010.SZ",20260123,94118000,"2026-01-23 09:41:18.000","2026-01-23 09:41:18.160736104",3.68,3.7,3.64,3.67,3.68,2030550,744.8029,1140,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[86800,168000,184000,1128000,213100,122100,116600,102400,104200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[142600,132600,190900,194000,135700,154500,613100,237200,40500,232800]",2788100,4092800,1014,"3"
"000010.SZ",20260123,94121000,"2026-01-23 09:41:21.000","2026-01-23 09:41:21.160191715",3.69,3.7,3.64,3.67,3.68,2032350,745.4671,1142,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[86900,165000,189000,1128000,221300,122100,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[140800,137600,190900,194000,135700,154500,613600,237200,40500,232800]",2801400,4096500,1014,"3"
"000010.SZ",20260123,94124000,"2026-01-23 09:41:24.000","2026-01-23 09:41:24.173189839",3.69,3.7,3.64,3.67,3.68,2032350,745.4671,1142,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[86900,165000,217000,1128000,221300,122100,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[140800,142600,190900,194000,135700,154500,616600,237200,40500,232800]",2829400,4101900,1014,"3"
"000010.SZ",20260123,94127000,"2026-01-23 09:41:27.000","2026-01-23 09:41:27.159269400",3.69,3.7,3.64,3.67,3.68,2032350,745.4671,1142,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[86900,165000,217000,1128000,221300,122100,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[140800,142600,190900,194000,135700,154500,616600,237200,40500,232800]",2829400,4104400,1014,"3"
"000010.SZ",20260123,94130000,"2026-01-23 09:41:30.000","2026-01-23 09:41:30.160188614",3.69,3.7,3.64,3.67,3.68,2032450,745.504,1143,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[87400,164300,217000,1128000,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[140700,142600,190900,195000,135700,154500,616600,237200,40500,232800]",2828700,4105300,1014,"3"
"000010.SZ",20260123,94133000,"2026-01-23 09:41:33.000","2026-01-23 09:41:33.274948990",3.69,3.7,3.64,3.67,3.68,2032450,745.504,1143,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[93800,157900,217000,1128000,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[134300,142600,190900,195000,135700,154500,616600,237200,40500,232800]",2828700,4098900,1014,"3"
"000010.SZ",20260123,94136000,"2026-01-23 09:41:36.000","2026-01-23 09:41:36.159481066",3.69,3.7,3.64,3.67,3.68,2032450,745.504,1143,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[93800,157900,217000,1128000,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[137300,146000,190900,196000,131200,154500,616600,237200,40500,232800]",2828700,4103800,1014,"3"
"000010.SZ",20260123,94139000,"2026-01-23 09:41:39.000","2026-01-23 09:41:39.168110980",3.69,3.7,3.64,3.67,3.68,2032450,745.504,1143,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[94000,157900,217000,1128000,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[138300,146000,190900,196000,131200,154500,616600,237200,40500,232800]",2828900,4105800,1014,"3"
"000010.SZ",20260123,94142000,"2026-01-23 09:41:42.000","2026-01-23 09:41:42.202145501",3.68,3.7,3.64,3.67,3.68,2032550,745.5408,1144,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[93900,158400,217000,1128000,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[139300,146100,190900,196000,131200,154500,616600,235200,40500,232800]",2829300,4104900,1014,"3"
"000010.SZ",20260123,94145000,"2026-01-23 09:41:45.000","2026-01-23 09:41:45.170473793",3.68,3.7,3.64,3.67,3.68,2032550,745.5408,1144,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[93900,158400,217000,1128000,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[139300,163100,190900,196000,131200,154500,616600,235200,40500,232800]",2829300,4121900,1014,"3"
"000010.SZ",20260123,94148000,"2026-01-23 09:41:48.000","2026-01-23 09:41:48.210389800",3.68,3.7,3.64,3.67,3.68,2032550,745.5408,1144,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[93900,158400,217000,1127900,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[140300,163100,190900,196000,131200,154500,616600,235200,40500,232800]",2833000,4122900,1014,"3"
"000010.SZ",20260123,94151000,"2026-01-23 09:41:51.000","2026-01-23 09:41:51.237061971",3.68,3.7,3.64,3.67,3.68,2032550,745.5408,1144,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[94900,158400,227000,1128400,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[140300,163100,190900,196000,131200,154500,616600,235200,40500,232800]",2844500,4122900,1014,"3"
"000010.SZ",20260123,94157000,"2026-01-23 09:41:57.000","2026-01-23 09:41:57.253645608",3.68,3.7,3.64,3.67,3.68,2032550,745.5408,1144,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[94900,158400,227000,1128400,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[140300,163100,190900,196000,131200,154500,616600,235200,40500,232800]",2844500,4127900,1014,"3"
"000010.SZ",20260123,94200000,"2026-01-23 09:42:00.000","2026-01-23 09:42:00.165772406",3.68,3.7,3.64,3.67,3.68,2032550,745.5408,1144,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[103500,158400,227000,1128400,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[145300,163100,190900,196000,131200,154500,626600,235200,40500,232800]",2853100,4142900,1014,"3"
"000010.SZ",20260123,94203000,"2026-01-23 09:42:03.000","2026-01-23 09:42:03.197114456",3.68,3.7,3.64,3.67,3.68,2033550,745.9088,1146,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[104100,158400,227000,1128400,221300,121600,116600,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[145300,163100,190900,201000,131200,154500,626600,235200,40500,232800]",2853700,4147900,1014,"3"
"000010.SZ",20260123,94206000,"2026-01-23 09:42:06.000","2026-01-23 09:42:06.172096307",3.68,3.7,3.64,3.67,3.68,2033550,745.9088,1146,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[95400,158400,229000,1128400,221300,121600,162800,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[145300,163600,190900,201000,131200,154500,626600,235200,40500,232800]",2893200,4148400,1014,"3"
"000010.SZ",20260123,94209000,"2026-01-23 09:42:09.000","2026-01-23 09:42:09.159101637",3.69,3.7,3.64,3.67,3.68,2052550,752.9198,1147,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[96500,158400,229000,1128400,221300,121600,162800,102400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[129300,163600,190900,201000,131200,154500,627600,235200,40500,232800]",2894300,4133400,1014,"3"
"000010.SZ",20260123,94212000,"2026-01-23 09:42:12.000","2026-01-23 09:42:12.164134823",3.69,3.7,3.64,3.67,3.68,2052550,752.9198,1147,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[96500,158400,229000,1128400,221300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[130200,163600,190900,201000,131200,154500,627600,235200,40500,232800]",2896300,4134300,1014,"3"
"000010.SZ",20260123,94215000,"2026-01-23 09:42:15.000","2026-01-23 09:42:15.167898212",3.69,3.7,3.64,3.67,3.68,2052550,752.9198,1147,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[96500,158400,229000,1129800,221300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[130200,163600,192900,201000,131200,154500,627600,235200,40500,232800]",2897700,4137300,1014,"3"
"000010.SZ",20260123,94218000,"2026-01-23 09:42:18.000","2026-01-23 09:42:18.172024892",3.69,3.7,3.64,3.67,3.68,2052550,752.9198,1147,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[96500,158400,224000,1127800,221300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[130200,163700,192900,201000,131200,154500,627600,235200,40500,232800]",2890700,4137400,1014,"3"
"000010.SZ",20260123,94221000,"2026-01-23 09:42:21.000","2026-01-23 09:42:21.255571688",3.69,3.7,3.64,3.67,3.68,2052550,752.9198,1147,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[96500,169200,224000,1127800,221300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[130200,163700,192900,201000,131200,154500,627600,235200,40500,232800]",2901500,4137400,1014,"3"
"000010.SZ",20260123,94224000,"2026-01-23 09:42:24.000","2026-01-23 09:42:24.229916360",3.69,3.7,3.64,3.67,3.68,2052550,752.9198,1147,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[106500,169200,244000,1127800,221300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[130200,163700,192900,201000,131200,154500,628600,235200,40500,232800]",2931500,4163400,1014,"3"
"000010.SZ",20260123,94227000,"2026-01-23 09:42:27.000","2026-01-23 09:42:27.286141722",3.69,3.7,3.64,3.67,3.68,2052550,752.9198,1147,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[106500,172100,244000,1127800,221300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[132200,163700,192900,201000,131200,154500,628600,235200,40500,232800]",2934400,4164400,1014,"3"
"000010.SZ",20260123,94230000,"2026-01-23 09:42:30.000","2026-01-23 09:42:30.172294146",3.69,3.7,3.64,3.67,3.68,2052550,752.9198,1147,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[106500,173600,244000,1128400,221300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[132200,165200,192900,201000,131200,154500,628600,235200,40500,232800]",2936500,4168400,1014,"3"
"000010.SZ",20260123,94233000,"2026-01-23 09:42:33.000","2026-01-23 09:42:33.161823861",3.68,3.7,3.64,3.67,3.68,2053550,753.2878,1148,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[105500,173600,244000,1128400,221300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[132200,177100,192900,201000,131200,154500,628600,235200,40500,232800]",2935500,4192200,1014,"3"
"000010.SZ",20260123,94236000,"2026-01-23 09:42:36.000","2026-01-23 09:42:36.240049698",3.68,3.7,3.64,3.67,3.68,2053550,753.2878,1148,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[105500,173600,244000,1128400,222300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[156100,177100,192900,201000,131200,154500,628600,235200,40500,232800]",2936500,4216100,1014,"3"
"000010.SZ",20260123,94239000,"2026-01-23 09:42:39.000","2026-01-23 09:42:39.170776870",3.69,3.7,3.64,3.67,3.68,2083850,764.4385,1178,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[75500,173600,243700,1128400,222300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[155900,177100,192900,201000,131200,154500,628600,235200,40500,232800]",2906200,4215900,1014,"3"
"000010.SZ",20260123,94242000,"2026-01-23 09:42:42.000","2026-01-23 09:42:42.174297402",3.69,3.7,3.64,3.67,3.68,2083850,764.4385,1178,"[3.68,3.67,3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59]","[75500,173600,243700,1128400,221300,121600,162800,104400,107200,26500]","[3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76,3.77,3.78]","[155900,177100,192900,201000,131200,154500,628600,235200,40500,232800]",2905200,4215900,1014,"3"
